Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches
152,154,AAC-17(SP10),kroShTukaSIrShaH,(a) kroṣṭukaśīrṣaḥ,क्रोष्टुकशीर्षः,,,
153,155,AAC-18(SK2Y),kha~jjaH/kha~jjatvam,(a) khañjaḥ (a) khañjatvam,खञ्जः/खञ्जत्वम्,,,
154,156,SP20(AAC-19),khallI,(a) khallī,खल्ली,,"It is characterised by severe spamodic, cramp like pain in upper or lower limb muscles. It may be shifting in nature. This may be explained by: (a) Severe vitiation of vatadosha.",
155,157,SP41(AAC-20),gRudhrasI,(a) gṛdhrasī,गृध्रसी,,"It is characterised by moderate to severe pain, starting from acetabulum of hip bone, mainly travelling laterally to ankle joint and rarely radiating from the medial side of thigh. This may be explained by: (a) Vitiation of vata affecting nerves, tendons, muscles of leg; may be associated with vitiated kapha (resulting in mild pain).",
156,158,AAC-20.1,vAtikagRudhrasI,vātikagr̥dhrasī,वातिकगृध्रसी,,"the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], jānusaṁdhi-sphuraṇam [twitching sensation in knee], jānusaṁdhi-stabdhatā [stiffness in knee joint], kaṭisaṁdhi-sphuraṇam [twitching sensation in waist], kaṭisaṁdhi-stabdhatā [stiffness of lowback], ūrusaṁdhi-sphuraṇam [twitching sensation in thigh], ūrusaṁdhi-stabdhatā [stiffness in thigh], tōdaḥ [pricking pain], dēha-pravakratā [bending/flexion of the body]",
157,159,AAC-20.2,vAtakaPaja-gRudhrasI,vātakaphaja-gr̥dhrasī,वातकफज-गृध्रसी,,"the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], tandrā [drowsiness/lassitude], gauravam [heaviness], arōcakaḥ/bhaktadvēṣaḥ [tastelessness/aversion to food], vahnimārdavam [diminution of agni /hypofunction of digestive mechanism], mukhaprasēkaḥ [salivation]",
158,160,AAC-21(SK22),jihvAstamBaH,(a) jihvāstambhaḥ,जिह्वास्तम्भः,,,
159,161,SM83(AAC-22),tUnI,(a) tūnī,तूनी,,"It is characterised by spasmodic pain in loin radiating to pubic region and thigh. It may be associated with haematuria, chills and fever. This may be explained by: (a) Obstruction of urinary passage (due to renal calculi) aggravates vata leading to spasmodic pain.",
160,162,AAC-239(SK30),daNDApatAnakaH,(a) daṇḍāpatānakaḥ,दण्डापतानकः,,,
161,163,SK22(AAC-24),pakShAghAta/pakShavadhaH,(a) pakṣāghāta (a) pakṣavadhaḥ,पक्षाघात/पक्षवधः,,"It is characterised by loss of mobility or flaccidity of one side of the body. May be associated with difficulty in swallowing, speech, deranged cognitive functions, tactile sensation. This may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor, sensory and cognitive functions.",
162,164,AAC-24.1,kaPAnvitapakShAghAtaH,kaphānvitapakṣāghātaḥ,कफान्वितपक्षाघातः,,"the disorder is characterized by śaitya [cold on touch on affected side of body], śōtha [oedema], gurutva [heaviness]",
163,165,AAC-24.2,pittAnvitapakShAghAtaH,pittānvitapakṣāghātaḥ,पित्तान्वितपक्षाघातः,,"the disorder is characterized by dāhaḥ [burning sensation], santāpaḥ [burning sensation], mūrcchā [syncope/attacks of swooning]",
164,166,AAC-24.3,bAla-pakShAghAtaH,bāla-pakṣāghātaḥ,बाल-पक्षाघातः,,,
165,167,AAC-25(SP9Y),pAdadAhaH,(a) pādadāhaḥ,पाददाहः,,,
166,168,AAC-26(SP9Y),pAdaharShaH,(a) pādaharṣaḥ,पादहर्षः,,,
167,169,AAC-27(SM83),pratitUnI,(a) pratitūnī,प्रतितूनी,,,
168,170,AAC-28,pratyaShThIlA,pratyaṣṭhīlā,प्रत्यष्ठीला,,"the disorder is characterized by rujaḥ/atyugrarujā [pain/excessive pain], aṣṭhīlāvat ghanaṁ granthi [stony hard round shaped gland], vāta-rōdhanam/vātanirōdhaḥ [obstruction to flatus], viḍ-rōdhanam [obstruction to feces], mūtra-rōdhanam [obstruction in passage of urine], āṭōpaḥ [gurgling sound of the intestines/barborygmus], udarādhmānam [distention of abdomen]",
169,171,AAC-29,vraNAyAmaH,vraṇāyāmaḥ,व्रणायामः,,,
170,172,SK21(AAC-30),pa~gguH,(a) paṅguḥ,पङ्गुः,,"It is characterised by flaccidity, loss of function in both lower limbs. This may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor functions.",
171,173,SL21(AAC-31),minminaH,(a) minminaḥ,मिन्मिनः,,"It is characterised by hypernasal voice leading to nasal twang. This may be explained by: (a) Obstruction to oral, nasal passages, vitiation of vata.",
172,174,AAC-32,manyAstamBaH,manyāstambhaḥ,मन्यास्तम्भः,,the disorder is characterized by manyāstambhaḥ [torticollis/stiffness of neck],
173,175,SL07(AAC-33),mUkatvam,(a) mūkatvam,मूकत्वम्,,It is characterised by inability to speak. This may be explained by: (a) Vatadosha and kaphadosha affecting speech faculties.,
174,176,SP40(AAC-34),vAtakaNTakam,(a) vātakaṇṭakam,वातकण्टकम्,,It is characterised by pain in heel especially during walking. This may be explained by: (a) Increased vatadosha affecting the heel.,
175,177,SK51(AAC-35),viSvAcI,(a) viśvācī,विश्वाची,,"It is characterised by pain in the neck, throat radiating up to the upper limbs, restricted movements. May be associated with, insomnia, temporary loss of hearing, memory. This may be explained by: (a) vitiation of vatadosha, pittadosha affecting neck, upper arms.",
176,178,SK52(AAC-36),kampaH/vepathuH,(a) kampaḥ,कम्पः/वेपथुः,,"It is characterised by tremors, rigidity, and may be associated with dryness of the skin and insomnia. This may be explained by: (a) aggravation of vata affecting the motor system.",Note: Also Classifed under #san@SoNitajanyarogaH#[ED-2]
177,179,AAC-37,SirograhaH,śirōgrahaḥ,शिरोग्रहः,,,
178,180,AAC-38(SK22),sarvA~ggavAtaH/sarvA~ggarogaH,(a) sarvāṅgavātaḥ/(a) sarvāṅgarogaḥ,सर्वाङ्गवातः/सर्वाङ्गरोगः,,,
179,181,AAC-39(SL7Y),sirAgrahaH,(a) sirāgrahaḥ,सिराग्रहः,,,
180,182,AAC-40(SK5Y),hanugrahaH/hanusraMsa,(a) hanugrahaḥ (a) hanusraṃsa,हनुग्रहः/हनुस्रंस,,,
181,183,SR20(AAD),AvRuta-vAtaH/AvaraNavAta,(a) āvaraṇa,आवृत-वातः/आवरणवात,,"It is characterised by hampering of the normal functioning of the dosha leading to local or systemic symptoms. This may be explained the occlusion of the free flowing and all-pervading Vata dosha or subtype of it by one another or by Pitta, Kapha, tissues, food and excreta.",
182,184,AAD-1,anyonyAvaraNaH/paraspara-AvaraNaH,anyōnyāvaraṇaḥ/paraspara-āvaraṇaḥ,अन्योन्यावरणः/परस्पर-आवरणः,,,
183,185,AAD-1.1,prANAvRutavyAnavAtaH,prāṇāvr̥tavyānavātaḥ,प्राणावृतव्यानवातः,,"the disorder is characterized by sarvēndriyāṇāṁ śūnyatva [loss of ability of sense organs], smr̥tikṣayaḥ [loss of memory], balakṣayaḥ [loss of physical strength or weakness]",
184,186,AAD-1.2,vyAnAvRutaprANavAtaH,vyānāvr̥taprāṇavātaḥ,व्यानावृतप्राणवातः,,"the disorder is characterized by svēdōऽtyartham [excessive sweating], lōmaharṣaḥ [horripilation], tvagdōṣaḥ [skin diseases], suptagātratā [numbness in the body parts]",
185,187,AAD-1.3,prANAvRutasamAnavAtaH,prāṇāvr̥tasamānavātaḥ,प्राणावृतसमानवातः,,"the disorder is characterized by jaḍatvam [dullness/frigidity/inactiveness], gadgadatvam [stuttering/stammmering], mūkatvam [dumbness/aphasia]",
186,188,AAD-1.4,samAnAvRuta-apAnavAtaH,samānāvr̥ta-apānavātaḥ,समानावृत-अपानवातः,,"the disorder is characterized by grahaṇī [derangement of agni situated in grahaṇī], pārśvagadaḥ [pain/disease in flanks], hr̥dgadaḥ [diseases of heart], āmāśayaśūlam [colicky pain in epigastric region]",
187,189,AAD-1.5,prANAvRuta-udAnavAtaH,prāṇāvr̥ta-udānavātaḥ,प्राणावृत-उदानवातः,,"the disorder is characterized by śirōgrahaḥ [stiffness of head], pratiśyāyaḥ [cold, catarrh], niḥśvāsōcchvāsasaṁgrahaḥ/niḥśvāsōcchvāsasaṁrōdhaḥ [obstruction/restriction to respiration], hr̥drōgaḥ [diseases of heart], mukhaśōṣaḥ [dryness in mouth]",
188,190,AAD-1.6,udAnAvRutaprANavAtaH,udānāvr̥taprāṇavātaḥ,उदानावृतप्राणवातः,,"the disorder is characterized by karmanāśaḥ [loss of activities], ōjōnāśaḥ [loss of vitality/bodily strength, energy, power], balanāśaḥ [loss of strength], varṇanāśaḥ [loss of lustre/complexion], mr̥tyuḥ [death]",
189,191,AAD-1.7,udAnAvRuta-apAnavAtaH,udānāvr̥ta-apānavātaḥ,उदानावृत-अपानवातः,,"the disorder is characterized by chardiḥ [vomiting], śvāsaḥ [breathlessness/difficult breathing]",
190,192,AAD-1.8,apAnAvRuta-udAnavAtaH,apānāvr̥ta-udānavātaḥ,अपानावृत-उदानवातः,,"the disorder is characterized by mōhaḥ [semiconsciousness or stupefaction], alpāgniḥ [insufficient digestive power/capacity], atīsāraḥ [diarrhoea]",
191,193,AAD-1.9,vyAnAvRuta-apAnavAtaH,vyānāvr̥ta-apānavātaḥ,व्यानावृत-अपानवातः,,"the disorder is characterized by vamiḥ [vomiting], ādhmānam [abdominal distension], udāvartaḥ [upword movement of vayu due to retention of stool and urine], gulmaḥ [palpable glandular enlargment in abdomen/abdominal lump], artiḥ [pain], parikartikā [sharp cutting pain in anus]",
192,194,AAD-1.10,apAnAvRuta-vyAnavAtaH,apānāvr̥ta-vyānavātaḥ,अपानावृत-व्यानवातः,,"the disorder is characterized by viṭ-atipravr̥ttiḥ [excessive defecation], mūtra-atipravr̥ttiḥ [excessive micturition], rētas-atipravr̥ttiḥ [excessive semen/ejaculation]",
193,195,AAD-1.11,samAnAvRuta-vyAnavAtaH,samānāvr̥ta-vyānavātaḥ,समानावृत-व्यानवातः,,"the disorder is characterized by mūrcchā [syncope/attacks of swooning], tandrā [drowsiness/lassitude], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], aṅgasādaḥ [exhaustion or tirednes to body /inability to perform physical activities], agnikṣayaḥ [diminution of agni (digestive power)], ōjaḥkṣayaḥ [diminution of vitality/body energy/power], balakṣayaḥ [loss of physical strength or weakness]",
194,196,AAD-1.12,udAnAvRutavyAnavAtaH,udānāvr̥tavyānavātaḥ,उदानावृतव्यानवातः,,"the disorder is characterized by stabdhatā [stiffness], alpāgnitā [insufficient digestive power/capacity], asvēdaḥ [anhidrosis/lack of sweating], cēṣṭāhāniḥ [loss of activities/motor function], nimīlanam [having the eyes closed]",
195,197,AAD-1.13,apAnAvRutasamAnavAtaH,apānāvr̥tasamānavātaḥ,अपानावृतसमानवातः,,,
196,198,AAD-1.14,apAnAvRuta-prANavAtaH,apānāvr̥ta-prāṇavātaḥ,अपानावृत-प्राणवातः,,,
197,199,AAD-1.15,prANAvRuta-apAnavAtaH,prāṇāvr̥ta-apānavātaḥ,प्राणावृत-अपानवातः,,,
198,200,AAD-1.16,samAnAvRutaprANavAtaH,samānāvr̥taprāṇavātaḥ,समानावृतप्राणवातः,,,
199,201,AAD-1.17,samAnAvRuta-udAnavAtaH,samānāvr̥ta-udānavātaḥ,समानावृत-उदानवातः,,,
200,202,AAD-1.18,udAnAvRutasamAnavAtaH,udānāvr̥tasamānavātaḥ,उदानावृतसमानवातः,,,
201,203,AAD-1.19,vyAnAvRuta-udAnavAtaH,vyānāvr̥ta-udānavātaḥ,व्यानावृत-उदानवातः,,,
202,204,AAD-1.20,vyAnAvRutasamAnavAtaH,vyānāvr̥tasamānavātaḥ,व्यानावृतसमानवातः,,,
203,205,AAD-2,doShAvRuta-vAtaH,dōṣāvr̥ta-vātaḥ,दोषावृत-वातः,,,
204,206,AAD-2.1(SR20),pittAvRutavAtaH,(a) pittāvṛtavātaḥ,पित्तावृतवातः,,,
205,207,AAD-2.2(SR20),kaPAvRutavAtaH,(a) kaphāvṛtavātaḥ,कफावृतवातः,,,
206,208,AAD-2.3(SR20),pittAvRutaprANavAtaH,(a) pittāvṛtaprāṇavātaḥ,पित्तावृतप्राणवातः,,,
207,209,AAD-2.4(SR20),kaPAvRutaprANavAtaH,(a) kaphāvṛtaprāṇavātaḥ,कफावृतप्राणवातः,,,
208,210,AAD-2.5(SR20),pittAvRuta-udAnavAtaH,(a) pittāvṛta-udānavātaḥ,पित्तावृत-उदानवातः,,,
209,211,AAD-2.6(SR20),kaPAvRuta-udAnavAtaH,(a) kaphāvṛta-udānavātaḥ,कफावृत-उदानवातः,,,
210,212,AAD-2.7(SR20),pittAvRuta-samAnavAtaH,(a) pittāvṛta-samānavātaḥ,पित्तावृत-समानवातः,,,
211,213,AAD-2.8(SR20),kaPAvRutasamAnavAtaH,(a) kaphāvṛtasamānavātaḥ,कफावृतसमानवातः,,,
212,214,AAD-2.9(SR20),pittAvRutavyAnavAtaH,(a) pittāvṛtavyānavātaḥ,पित्तावृतव्यानवातः,,,
213,215,AAD-2.10(SR20),kaPAvRutavyAnavAtaH,(a) kaphāvṛtavyānavātaḥ,कफावृतव्यानवातः,,,
214,216,AAD-2.11(SR20),pittAvRuta-apAnavAtaH,(a) pittāvṛta-apānavātaḥ,पित्तावृत-अपानवातः,,,
215,217,AAD-2.12(SR20),kaPAvRuta-apAnavAtaH,(a) kaphāvṛta-apānavātaḥ,कफावृत-अपानवातः,,,
216,218,AAD-2.13,kaPapittAvRutavAtaH,kaphapittāvr̥tavātaḥ,कफपित्तावृतवातः,,,
217,219,AAD-3,dhAtvAvRutavAtaH,dhātvāvr̥tavātaḥ,धात्वावृतवातः,,,
218,220,AAD-3.1(SR20),raktAvRutavAtaH,(a) raktāvṛtavātaḥ,रक्तावृतवातः,,,
219,221,AAD-3.2(SR20),mAMsAvRutavAtaH,(a) māṃsāvṛtavātaḥ,मांसावृतवातः,,,
220,222,AAD-3.3(SR20),medasAvRutavAtaH,(a) medasāvṛtavātaḥ,मेदसावृतवातः,,,
221,223,AAD-3.4(SR20),asthyAvRutavAtaH,(a) asthyāvṛtavātaḥ,अस्थ्यावृतवातः,,,
222,224,AAD-3.5(SR20),majjAvRutavAtaH,(a) majjāvṛtavātaḥ,मज्जावृतवातः,,,
223,225,AAD-3.6(SR20),SukrAvRutavAtaH,(a) śukrāvṛtavātaḥ,शुक्रावृतवातः,,,
224,226,AAD-3.7(SR20),sarvadhAtvAvRutavAtaH,sarvadhātvāvṛtavātaḥ,सर्वधात्वावृतवातः,,,
225,227,AAD-4(SR20),malAvRutavAtaH,(a) malāvṛtavātaḥ,मलावृतवातः,,,
226,228,AAD-4.1(SR20),mUtrAvRutavAtaH,(a) mūtrāvṛtavātaḥ,मूत्रावृतवातः,,,
227,229,AAD-4.2,varcasAvRutavAtaH,varcasāvr̥tavātaḥ,वर्चसावृतवातः,,"the disorder is characterized by ativibandhaḥ [severe constipation], svē sthānē parikr̥ntati [cutting type of pain in svasthana i.e. rectum/pakvāśaya], vrajatyāśu jarāṁ snēhaḥ [instantaneous digestion of the ingested fat], bhuktē cānahyatē naraḥ [abdominal distention on consumption of food], cirāt pīḍitamannēna duḥkhaṁ śuṣkaṁ śakr̥t sr̥jēt [due to pressure of the undigested food, the patient voids after along time. the voiding is painfull and the stool is dry], śrōṇivaṅkṣaṇapr̥ṣṭhēṣu ruk [pain in the hips, groin, and back], vilōmaḥ mārutaḥ [upward movement of vāyu (flatus or gas) in the abdomen], asvasthaṁ hr̥dayam [discomfort in the cardiac region/heart]",
